event,gasUsed,blockNumber,timestamp,instanceID,sender,receiver,executionCount,price
"RestockRequest","94631","292","2025-01-14T11:35:05.410Z","2","retailer1","manufacturer1",107,"100"
"RestockRequest","79645","293","2025-01-14T11:35:06.417Z","4","retailer2","manufacturer1",108,"200"
"ConfirmRestock","31432","294","2025-01-14T11:35:07.430Z","2","manufacturer1","retailer1",107,""
"CancelOrder","32506","295","2025-01-14T11:35:08.442Z","4","customer4","retailer2",108,""
"PurchaseOrder","36002","300","2025-01-14T11:35:13.488Z","4","customer4","retailer2",109,""
"PurchaseOrder","36002","300","2025-01-14T11:35:13.489Z","1","customer2","retailer1",110,""
"PurchaseOrder","47681","300","2025-01-14T11:35:13.489Z","2","customer1","retailer1",111,""
"PurchaseOrder","47681","300","2025-01-14T11:35:13.489Z","3","customer3","retailer2",112,""
"ConfirmOrder","38734","302","2025-01-14T11:35:15.518Z","4","retailer2","customer4",109,""
"ConfirmOrder","38734","302","2025-01-14T11:35:15.518Z","1","retailer1","customer2",110,""
"RestockRequest","94631","302","2025-01-14T11:35:15.519Z","2","retailer1","manufacturer1",111,"100"
"RestockRequest","79645","302","2025-01-14T11:35:15.520Z","3","retailer2","manufacturer1",112,"200"
"CancelOrder","32506","304","2025-01-14T11:35:17.520Z","2","customer1","retailer1",111,""
"CancelOrder","32506","304","2025-01-14T11:35:17.520Z","3","customer3","retailer2",112,""
"PurchaseOrder","36002","311","2025-01-14T11:35:24.086Z","3","customer3","retailer2",113,""
"PurchaseOrder","36002","311","2025-01-14T11:35:24.086Z","2","customer1","retailer1",114,""
"PurchaseOrder","47681","311","2025-01-14T11:35:24.086Z","1","customer2","retailer1",115,""
"PurchaseOrder","47681","312","2025-01-14T11:35:25.095Z","4","customer4","retailer2",116,""
"ConfirmOrder","38734","313","2025-01-14T11:35:26.111Z","3","retailer2","customer3",113,""
"ConfirmOrder","38734","313","2025-01-14T11:35:26.112Z","2","retailer1","customer1",114,""
"RestockRequest","94631","313","2025-01-14T11:35:26.112Z","1","retailer1","manufacturer1",115,"100"
"RestockRequest","79645","314","2025-01-14T11:35:27.112Z","4","retailer2","manufacturer1",116,"200"
